ファイル名,セクションID,要素タイプ,テキスト内容,カテゴリ,サブカテゴリ,提供方法,優先度,新カテゴリ,新サブカテゴリ,新提供方法,新優先度
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,アクセルペダル操作の目安,機能の使い方・操作方法,基本操作,体験OS化,高,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,現状のアクセルペダル操作,機能の使い方・操作方法,基本操作,体験OS化,高,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,エコアクセルガイド,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,エコ発進の状況,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,安定走行の状況,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,エコ停車の状況,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,採点結果,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt,未評価,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt_sub,アクセルペダル操作を示す表示が、白色のバー表示をこえないように走行することで、環境に配慮した走行が、より容易に行えます。（→ ）,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt_sub,発進・安定走行などの各走行状況に適したアクセル操作範囲の目安が、エコエリア内に白色のバーで表示されます。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt_sub,この表示は、発進・安定走行などの走行状況に応じて変化します。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040603,callouttxt_sub,エコエリア内では緑色でゾーン表示されます。,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305040604,p,総走行時間のうち、EV走行時間の割合を表示します。,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se010403050406050801,note_para,エコアクセルガイド／エコジャッジについて 次の場合エコアクセルガイド／エコジャッジは作動しません。 ハイブリッドシステムインジケーターが作動していないとき レーダークルーズコントロール（全車速追従機能付き）を使用しているとき,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se0104030505,title,運転支援機能情報表示について,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305050601,p,次のシステムの作動状況を表示します。,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305050601,title,運転支援機能情報,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305050602,p,ナビゲーションシステムと連携して次の情報を表示します。,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305050602,itemtxt,コンパス（ヘッディングアップ表示）,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305050602,itemtxt,目的地案内,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305050602,title,ナビゲーションシステム連携表示 ★,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se0104030506,title,オーディオシステム連携表示について,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305060601,p,オーディオシステムの作動状況をマルチインフォメーションディスプレイに表示できます。,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305060601,p,メニューアイコンは、 で表示/非表示を設定できます。,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se0104030507,title,車両情報表示について,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070601,itemtxt,4WD作動状態表示 (4WD車) ★,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070601,itemtxt,ドライブインフォメーション,機能の使い方・操作方法,基本操作,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070601,itemtxt,エネルギーモニター（→ ）,機能の使い方・操作方法,機能の説明,体験OS化,中,①_コンテキスト依存操作,基本操作,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,p,“ドライブインフォ項目選択”の設定で選択した項目（平均車速・走行距離・走行時間）を上下に２つ、表示させることができます。 各情報の内容は、“ドライブインフォタイプ”の設定（始動後・リセット間）との組み合わせによって変化します。（→ ）,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,平均車速：ハイブリッドシステム始動後の平均車速を表示,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,走行距離：ハイブリッドシステム始動後の走行距離を表示,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,走行時間：ハイブリッドシステム始動後の経過時間を表示,機能の使い方・操作方法,機能の説明,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,平均車速：リセット間の平均車速を表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,走行距離：リセット間の走行距離を表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,走行時間：リセット間の経過時間を表示,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
M52P95tojpjavhch02.xml,ch02se01040305070602,itemtxt,リセット間 ※,機能の使い方・操作方法,基本操作,体験OS化,中,⑥_状態異常・トラブルシュート,警告灯の意味と対応,プロアクティブ通知,高
